,video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
837,EqzAVC1GXIo,Most Old Beautiful Love Songs 70's 80's 90's 💗 Best Romantic Love Songs Of 80's and 90's Playlistv,2021-01-18T04:38:56Z,UCv5guRs-WdTxaEMbsyjYkCg,Polska Machinima,22,21.19.01,romantic love songs|beautiful love songs|most beautiful love songs|greatest beautiful love songs|beautiful songs|romantic songs|english love songs|best romantic love songs|love songs playlist|love songs of all time|songs for love|love songs 80s|love songs 90s|love songs 70s|love songs ever|old beautiful|old love songs|old beautiful love songs|love songs|songs for lovers|oldies love songs|melow love songs,85267,483,41,6,https://i.ytimg.com/vi/EqzAVC1GXIo/default.jpg,False,False,"Most Old Beautiful Love Songs 70's 80's 90's 💗 Best Romantic Love Songs Of 80's and 90's Playlist01. I’ve Been Waiting For You02. Maybe This Time03. I Don't Want To Lose Your Love04. Don't Know What To Say 05. You Are The Reason06. (Everything I Do) I Do It For You07. All This Time08. Stuck On You09. Said I Love You But I Lied10. How Do You Heal A Broken Heart11. I Don't Want You To Go12. You Are Still The One13. To Love Somebody14. When You Say Nothing At All15. The Will Of The Wind16. How Am I Supposed To Live...17. Take Me Now18. Wonderful Tonight19. I Want To Know What Love Is20. Making Love Out Of Nothing At All21. Sometime When We Touch22. In Your Eyes23. Make It With You24. I’ve Been Waiting For You25. We Could Have It All26. If The World Was Ending27. Hard To Say I’m Sorry28. Faithful Thanks for watching! Don't forget to SUBCRIBE, Like & Share my video if you enjoy it! Have a nice day!"
838,2VhWjqSHGVs,ACTUAL VIDEO ni Christine Dacera KASAMA mga BADING nyang KAIBIGAN!!,2021-01-05T11:58:26Z,UCcJQXwgXaWx0SuVX8pDtfRw,Showbiz Broadcast,22,21.19.01,showbiz broadcst|philipines|trending|billy|actual video|video of christine dacera|christine dacera|suspek christine dacera|nagsalita na|mga kasamang lalaki ni christine dacera|christine angelica dacera|christine dacera flight attendant|flight attendant|pnp|pal|philippine airlines|city garden hotel|nagsalita na suspek sa christine dacera|tunay na nangyari|christine dacera cctv,2865059,13913,1384,1395,https://i.ytimg.com/vi/2VhWjqSHGVs/default.jpg,False,False,Videos ni Christine Dacera kasama ang kanyang mga kaibigang kapwa cabin crew kung saan makikita kung gaano sya ka-kumportableng kasama ang mga ito. #christinedaceraFOLLOW US:FACEBOOK: https://www.facebook.com/ShowbizBroadcaster/WEBSITE: https://showbizbroadcaster.com/TWITTER: https://twitter.com/ShowbizBroadca1
842,IFOWO1O2lRw,SINGING TO STRANGERS ON OMEGLE! pt.6,2021-01-16T04:07:41Z,UCSVsSm4S2ZXNgT4hPqoTLBg,Justin Vasquez,22,21.19.01,justin|vasquez,199433,15897,110,1260,https://i.ytimg.com/vi/IFOWO1O2lRw/default.jpg,False,False,"Follow me on InstaGram @justinvasquez__SINGING TO STRANGERS PT.6!!!!Enjoy! WHAT'S UP GUYS!Please LIKE, SUBSCRIBE, & Turn on my post notifications to get the LATEST updates from this channel!InstaGram: https://www.instagram.com/justinvasquez__/?hl=enTwitter: https://twitter.com/justinvasquez__?lang=enFaceBook: https://www.facebook.com/JustinVasquezFoReal/?ref=settings"
848,19u8cEhqGPc,MIMIYUUUH AS VOLLEYBALL COACH NI ALYSSA VALDEZ! (SPIKING INA!!!!),2021-01-10T09:30:00Z,UCP8eztbhAp7_928o3ng8rmQ,mimiyuuuh,22,21.19.01,Mimiyuuuh|VLOG|VLOGGERS|water|tubig|drink|drinkyourwater|funny|nakakatawa|gay|pinoy|pinoyvlogger|dalagangpilipina|dalaga|pilipina|almost|hype|yourself|DANCE|SAYAW|subscriber|vocalizinationism|fashion|styling|filipino|viral|trending|store|beauty|MEME|QUEEN|FAMILY|MIMI|OMEGLE|IT REALLY HURTS CHALLENGE|alyssa valdez|volleyball,1125005,64658,363,3411,https://i.ytimg.com/vi/19u8cEhqGPc/default.jpg,False,False,MORISET!!!! PAK!!!!!!!!Subscribe to @Official Alyssa Valdez CHANNEL! May vlog rin po kami sa channel niya real real soon!!_______________________FOLLOW ME ON MY SOCIAL MEDIA JOIN MIMINIZATIONISM!!!!!!!!!!   https://bit.ly/2ZzuFduINSTAGRAM: https://bit.ly/2OKP8pLTWITTER: https://bit.ly/2ZAziE2FACEBOOK: https://bit.ly/3je4hOjBUSINESS/PR/RAKET: mimiyuuuh@gmail.com
849,FGwDfgyM-NI,✈️ Poślubiłam Masaja i zamieszkałam w jego wiosce,2020-12-29T12:30:59Z,UC4ADK57DRGhb6aVOF0Y7GLg,Globstory,19,21.19.01,Masajowie|Masai|Maasai|Masajka|biała Masajka|kobieta|podróże|podróżniczka|vlog podróżniczy|Globstory|Tanzania|Afryka|ślub|małżeństwo|wioska masajska,2955451,78471,3828,12959,https://i.ytimg.com/vi/FGwDfgyM-NI/default.jpg,False,False,❤ Współautorami naszych filmów jesteście Wy!https://patronite.pl/globstory ➤ Chodź na FB: https://www.facebook.com/globstory/➤ Chodź na Instagrama: @globstory ➤ Centrum dowodzenia: https://globstory.pl_________________Stephanie:Na Instagramie: https://www.instagram.com/masai_story/Na Facebooku: https://www.facebook.com/stephanie.fuchs.336Projekt podpaskowy: https://www.gofundme.com/f/gofundmecommenstruation-mattersPoprzedni odcinek:Masajowie - dlaczego nie ma już ludzi wolnych?https://youtu.be/IpgSHLj9flM#Masajowie #Tanzania
854,KaoIt23nWDc,COOL RAINBOW HACKS || Colorful Girly Hacks And DIY Ideas By 123 GO Like!,2021-01-14T15:00:07Z,UCu_ytbeyzLZfIKWr43QSb5A,123 GO Like!,22,21.19.01,DIY|hacks|tricks|craft|crafts|prank|pranks|123 go|123 go like|123GO!|tutorial|how to|know how|rainbow hacks|diy rainbow|beauty hacks|hair hacks|fashion hacks|clothing hacks,2066926,20082,1981,833,https://i.ytimg.com/vi/KaoIt23nWDc/default.jpg,False,False,"Do you want to look bright and especially? Then a little rainbow will definitely not hurt your image!Check out these awesome, the most creative and helpful tutorials that show you how to turn ordinary items into something totally magical!Whether it’s makeup tricks, fashion short-cuts or DIY hair-care, us girls can use all the help possible!Be sure to share these hacks with your friends and subscribe to 123GO’s YouTube page for more helpful videos like this one! Catch ya later!#girly #DIY #rainbowMusic by Epidemic Sound: https://www.epidemicsound.com/Stock materials: https://www.depositphotos.comhttps://www.shutterstock.com-------------------------------------This video is made for entertainment purposes. We do not make any warranties about the completeness, safety and reliability.Any action you take upon the information on this video is strictly at your own risk, and we will not be liable for any damages or losses.It is the viewer's responsibility to use judgment, care and precautions if one plans to replicate.The following video might feature activity performed by our actors within controlled environment - please use judgment, care, and precaution if you plan to replicate."
855,McjAWpoJxSI,"NEW Tagalog Reggae Classics Songs 2021 - Chocolate Factory ,Tropical Depression, Blakdyak",2021-01-18T09:11:27Z,UCk7n8c78wYziJ4g3wjfJsHA,Reggae Hits Pinoy,22,21.19.01,Reggae Music Hits Ever|Reggae Classic|best reggae music|best reggae music songs|reggae music 2020|best reggae of all time|reggae love songs|Bob Marley|bob marley r|Tropical Depression Reggea Songs|tropical depression 2020|tropical depression album|tropical depression tagalog|Kapayapaan|Bilog Na Naman Ang Buwan|Do The Reggae|Mahal Kita|Biyaheng Langit|Baleleng|Chocolate Factory|Tropical Depression|Blakdyak,35537,182,22,0,https://i.ytimg.com/vi/McjAWpoJxSI/default.jpg,False,False,"NEW Tagalog Reggae Classics Songs 2021 - Chocolate Factory ,Tropical Depression, BlakdyakThanks for watching! Don't forget to SUBCRIBE, Like & Share my video if you enjoy it! Have a nice day!© Follow Collection Love SongsYoutube → https://bit.ly/2XeS5lPTagalog Reggae Playlist : https://bitlylink.com/31ZMK🚫 If you have any problem with copyright issues, please CONTACT US DIRECTLY before doing anything, or question please write to me in email"
858,h9ADXFjSNNg,BIG FOOD vs SMALL FOOD CHALLENGE!,2021-01-13T09:00:14Z,UCKZTeZmkmdhEldL1oBMu6LA,Multi DO Challenge,22,21.19.01,challenge|challenges|prank|pranks|fun|funny|multi do|multido|DIY|multido challenge|multi do challenge|PrankWars|taste test|24 hours challenge,1346233,8317,1860,168,https://i.ytimg.com/vi/h9ADXFjSNNg/default.jpg,False,False,"Big foods or little ones? Hmmm, now there’s a head scratcher! Of course if you’re talking about sweets than the answer is clear, the more the better! This challenge is about to begin! Be sure to share it with your friends! And don’t forget to subscribe to our YouTube page, Multi DO Challenge for more awesome videos like this one! #MultiDO #DrawChallenge #Challenge"
865,jny0fATDVBo,How Lebron was when he found out James Harden Went to the Nets,2021-01-14T04:38:02Z,UC4G10tk3AHFuyMIuD3rHOBA,RDCworld1,22,21.19.01,[none],5141020,322451,3563,14845,https://i.ytimg.com/vi/jny0fATDVBo/default.jpg,False,False,We know lebron was hot at this news man they always got this man going up against every top person in the world together 🤣🤣Follow our social media:@rdcworld1@supremedreams_1@23_is_leland@dylanpatel4@l0veandpeac3@ive_ben_jammin@cleanuniform@playthatjohn
892,EcvRG-TwG3I,Fancy Double Date by Alex Gonzaga,2021-01-03T03:54:15Z,UC6N-9Wh0DYhDI8sQS7jwjVA,Alex Gonzaga Official,22,21.19.01,Alex gonzaga|Alex g|Alex vlogs|Jamill|Jayzam|Camille|Celebrity couple|Youtube couple|Date vlog|Double date|Funny date|Fine dining|Mikee morada|Alex mikee|Mandirigma|Youtubers|Collab|Funny collab|Wolfgang|Expensive date|Steak and wine|500k worth|Wine|Getting to know|Dating|Married|Engaged|Lockdown|Covid|Quarantine|Protocol|Comedy|Famous couple|Celebrities|First time,3626532,177655,1861,6566,https://i.ytimg.com/vi/EcvRG-TwG3I/default.jpg,False,False,Unang bulso ng taon ang sakit agad sa bulsa nito ginawa ko!! Last na to!! Awoooo awoooo!! May bago na kami mga ka-double date ni Mikee 😂😂😂For business please contact me!Email: misscathygonzaga@gmail.comFollow me!FB: https://www.facebook.com/MsCathyGonzaga/Twitter: https://twitter.com/MscathygonzagaInstagram: https://www.instagram.com/cathygonzaga/
894,DPn5lg9D7Rs,"Amazingly Smart Gadgets, Tools and DIY Phone Cases You Should See!",2021-01-15T07:45:01Z,UCzTWHWnJ6VIcbkpqyv7_FaQ,5-Minute Crafts LIKE,26,21.19.01,how to|howto|tutorial|tips|fun|useful things|challenge|like|pranks|crafts|diy|5-minute crafts|tricks|friend|craft|5-minute crafts like|do it yourself|diy projects|prank|funny|trucos|diy activities|lifehacks,2954126,18993,3953,348,https://i.ytimg.com/vi/DPn5lg9D7Rs/default.jpg,False,False,"Timestamps00:01 Badass phone case ideas00:41 Smartphone gadgets you need to try ASAP03:04 Amazing gadgets for every occasion08:58 Level up your parties with these amazing gadgetsThis video is made for entertainment purposes. We do not make any warranties about the completeness, safety and reliability. Any action you take upon the information on this video is strictly at your own risk, and we will not be liable for any damages or losses. It is the viewer's responsibility to use judgment, care and precautions if one plans to replicate.The following video might feature activity performed by our actors within controlled environment- please use judgment, care, and precaution if you plan to replicate.All product and company names shown in the video are trademarks™ or registered® trademarks of their respective holders. Use of them does not imply any affiliation with or endorsement by them.-------------------------------------------------------5-Minute Crafts: http://bit.ly/2itjCywFacebook: https://www.facebook.com/5min.crafts/Instagram: https://www.instagram.com/5.min.crafts/Twitter: https://twitter.com/5m_craftsSubscribe to 5-Minute Crafts GIRLY: https://goo.gl/fWbJqzSubscribe to 5-Minute Crafts PLAY: https://goo.gl/PEuLVtThe Bright Side of Youtube: https://goo.gl/rQTJZzFor more videos and articles visit: http://www.brightside.me/-------------------------------------------------------Music by Epidemic Sound: https://www.epidemicsound.com/"
897,w6aOJuGdvLg,"ROMMEL GALIDO AT JP DELA SERNA IBINULGAR SI SHARON DACERA AT PNP, REBELASYON KAY MARK ROSALES",2021-01-14T12:47:02Z,UCS5-lCKkbG8DeSxtSJMIOSw,PINOY SUPERSTARS TV,22,21.19.01,ROOM 2207 VIDEO|ROOM 2209 VIDEO|ROOM 2207 CHRISTINE DACERA|ROOM 2209 CHRISTINE DACERA|CHRISTINE DACERA TIKTOK|CHRISTINE DACERA NEWS|CHRISTINE DACERA LATEST|CHRISTINE DACERA UPDATE|CHRISTINE DACERA TV PATROL|CHRISTINE DACERA 24 ORAS|CHRISTINE DACERA TULFO|CHRISTINE DACERA RAFFY TULFO|SHARON DACERA INTERVIEW|SHARON DACERA CRYING|SHARON DACERA EDI WOW|ROMMEL GALIDO INTERVIEW|ROMMEL GALIDO TULFO,1376211,6604,1191,2555,https://i.ytimg.com/vi/w6aOJuGdvLg/default.jpg,False,False,IBINULGAR NI JP DELA SERNA AT ROMMEL GALIDO ANG GINAWA DAW SA KANILA NG INA NI CHRISTINE DACERA NA SI SHARON DACERA AT NG PNP NOONG NASA PULISYA DAW SILA.ROMMEL GALIDO AT JP DELA SERNA MAY IBINULGAR TUNGKOL KAY MARK ANTHONY ROSALES!PANOORIN ANG BUONG DETALYE!⚠️SOURCE and RECEIPT📌BOY ABUNDA YOUTUBE CHANNELhttps://youtu.be/kdnwzx7y95Y#CHRISTINEDACERA #VALENTINEROSALES #PNP #DEBOLDSINAS #TVPATROL #ABSCBN #24ORAS #GMANEWS #ROMMELGALIDO #CLARKRAPINAN #JPDELASERNA________________________________________________________________________________________________Dont forget to Subscribe and Click the Bell Icon for more of your Daily Philippine Showbiz Updates! https://www.youtube.com/channel/UCS5-lCKkbG8DeSxtSJMIOS
902,nfr87C67ob4,CHOCOLATE FONDUE CHALLENGE!,2021-01-01T09:00:09Z,UCKZTeZmkmdhEldL1oBMu6LA,Multi DO Challenge,22,21.19.01,challenge|challenges|prank|pranks|fun|funny|multi do|multido|DIY|multido challenge|multi do challenge|PrankWars|taste test|24 hours challenge,10894399,56105,18858,1968,https://i.ytimg.com/vi/nfr87C67ob4/default.jpg,False,False,"Guy’s we’ve got something truly special for you today! A chocolate challenge – what could be better? We know how much you love the stuff and our gang is of the same opinion! Sit back and relax and don’t wait another second before watching this video!Be sure to share it with your friends! And don’t forget to subscribe to our YouTube page, Multi DO Challenge for more awesome videos like this one! #MultiDO #DrawChallenge #Challenge"
904,kCyyfD9UJE8,Rich Girl vs Ordinary Girl vs Broke Girl,2021-01-10T13:45:01Z,UCJNwKVYOYn-EDJR1QJg8aZw,WooHoo WHOA,26,21.19.01,Rich girl vs ordinary girl vs broke girl|rich|ordinary|broke|girl|girls|rich girl|broke girl|ordinary girl|funny|situations|moments|ideas|funny situations|funny moments|funny ideas|how to|interesting|interesting ideas|interesting video|woohoo whoa|woohoo|whoa,1434029,41582,2650,1865,https://i.ytimg.com/vi/kCyyfD9UJE8/default.jpg,False,False,"Subscribe Here: https://www.youtube.com/channel/UCJNwKVYOYn-EDJR1QJg8aZw?sub_confirmation=1If Food Were People/ 16 Funny Situations!: https://youtu.be/WpJdtHiL3Bk?list=PLWbI8_Cj42naZQAN3BI9l3l6kYYyJqtWS&playnext=1Money can dramatically change your life. Watch in our new video interesting and funny ideas with rich, ordinary and broke girls!Music:Hall of the Mountain King by Kevin MacLeod is licensed under a Creative Commons.  By Attribution 4.0 (https://creativecommons.org/licenses/by/4.0/).Source: http://incompetech.com/music/royalty-free/index.html?isrc=USUAN1200072Artist: http://incompetech.com/Follow Woohoo WHOA:Subscribe: https://www.youtube.com/channel/UCJNwKVYOYn-EDJR1QJg8aZw?sub_confirmation=1Instagram: https://www.instagram.com/whoa_motionFacebook: https://www.facebook.com/whoamotionTikTok: https://vm.tiktok.com/ZSvQFVtM/ LIKEE: https://likee.com/@whoa_motionWHOA Español: https://www.youtube.com/channel/UCNeRJxPScCgjFWd1WYDXkCA?sub_confirmation=1WHOA Française: https://www.youtube.com/channel/UC_43FPUCrWzUUsPsdwDCtKw?sub_confirmation=1WHOA Russian: https://www.youtube.com/channel/UCfJ0lFBtEKmIK47L7Hew0RA?sub_confirmation=1WHOA Deutsch: https://www.youtube.com/channel/UC_y2aMImSN2JF9JSV6K3UyA?sub_confirmation=1WHOA Arabic: https://www.youtube.com/channel/UCLoLEAcrcS_1QgNcNHt8RpQ?sub_confirmation=1WHOA Português: https://www.youtube.com/channel/UCYgP08N0T_R_73eDEt3nmmQ?sub_confirmation=1WHOA Japanese: https://www.youtube.com/channel/UCJde42X1BRGI84TvBUAJORw?sub_confirmation=1WHOA India: https://www.youtube.com/channel/UCCKUSYgFqA6Dk_EtstXUgIA?sub_confirmation=1WHOA Korea: https://www.youtube.com/channel/UC5q-qf-17qPhmhtCoxlXChQ?sub_confirmation=1WHOA Italia: https://www.youtube.com/channel/UCn69zYZpL277P9c6G_Iw67A?sub_confirmation=1WHOA Poland: https://www.youtube.com/channel/UCUHBrQSjNnxzmUdfCXtFp6Q?sub_confirmation=1WHOA Chinese: https://www.youtube.com/channel/UC6aNX-eRMw08CUITToJrTmQ?sub_confirmation=1WHOA Turkey: https://www.youtube.com/channel/UC_G3CUK7Gchd3CSOvQHPybw?sub_confirmation=1WHOA Vietnam: https://www.youtube.com/channel/UCC8Y5cRCtLPhkaBdq1528Bg?sub_confirmation=1WHOA Indonesia: https://www.youtube.com/channel/UCSU9op9jF_soSG0yWWVbIgQ?sub_confirmation=1WHOA Dutch: https://www.youtube.com/channel/UC82ees8p3cwD4jfyzVloiJw?sub_confirmation=1 Don’t forget to turn on notifications, like, & subscribe!"
908,B6bJ_vTslyo,The last episode of the “Life Series”: The life of white radish!一生系列产品最后一个视频——萝卜的一生丨Liziqi Channel,2021-01-09T11:45:17Z,UCoC47do520os_4DBMEFGg4A,李子柒 Liziqi,26,21.19.01,liziqi|liziqi vlogger|中國美食|中華傳統文化|Chinese food|饮食文化|中国风|田园|美食|ly tu that|李子柒|lý tử thất|李子柒 最新|李子柒 2020|李子柒 一生系列|李子柒 更新|萝卜的一生,5928882,266824,47937,250291,https://i.ytimg.com/vi/B6bJ_vTslyo/default.jpg,False,False,"Please  subscribe to 【李子柒 Liziqi 】Liziqi Channel on YouTube if you like my videos: https://goo.gl/nkjpSx #李子柒#lýtửthấ#Liziqi#ChineseCuisine #ChineseFoodMake pickles on Minor Snow, and cured meat on Major Snow. The freezing wintry days summon the lunar new year. Isn’t it the best time to pickle the food you have around!Pickled mustard tuber, dried white radish, preserved chicken, meat, and sausages…Hang them up!Do you know how white radish flowers wither and leave their seeds deep in the ground;And how the little ones sprout and grow up into full, long tuberous roots?This is the last episode of the “Life Series”, And farewell to “The life of …”小雪腌菜，大雪腌肉。寒冬腊月的，年关将近。可不就是各种腌嘛！榨菜头 萝卜干、腊鸡  腊肉  香肠通通挂起来！萝卜怎么落花成籽，怎么埋种地下。怎么发芽，又是如何长大……这是《一生系列》的最后一个视频了，XX的一生，就停在这里了吧！ 【李子柒 Liziqi 】 https://goo.gl/nkjpSx--------------------------------------------------------------------liziqi李子柒更多精彩视频推荐/More wonderful video recommendations：liziqi李子柒精选视频/decent video selection：https://is.gd/qe9xuc李子柒●花开有声 | Soud of blooming flowers： https://is.gd/tyr1ja李子柒 ●饮食以节 | Chinese festival food： https://is.gd/3LsFnu李子柒 ●适时而食 | Seasonal diet： https://is.gd/JmLJH3东方非遗传承 | Oriental intangible cultural heritage ： https://is.gd/atatyo传统工艺 | Traditional handicraft： https://is.gd/FPl4dfSpring 春之卷：https://is.gd/EBwo2nSummer 夏之卷：https://is.gd/i1jJ46Autumn 秋之卷：https://is.gd/YBVeL2Winter 冬之卷：https://is.gd/3JqW8D#李子柒#liziqi"
911,HzAQSbVu-Dw,Lumantad Na! BASKETBALL PLAYER na Huling Kasama ni CHRISTINE DACERA sa Room 2207,2021-01-14T05:48:56Z,UCcJQXwgXaWx0SuVX8pDtfRw,Showbiz Broadcast,22,21.19.01,showbiz broadcst|showbiz|philipines|celebrity|artista|trending|anne curtis|angel locsin|baby amari|duterte|basketball player sa christine dacera case|juztine rieta christine dacera|christine dacera|juztin rieta|christine dacera latest|basketball player|rommel galido|jp dela cerna|latest|justine rieta,812774,4979,369,816,https://i.ytimg.com/vi/HzAQSbVu-Dw/default.jpg,False,False,#ChristineDaceraFOLLOW US:FACEBOOK: https://www.facebook.com/ShowbizBroadcaster/WEBSITE: https://showbizbroadcaster.com/TWITTER: https://twitter.com/ShowbizBroadca1
926,_xJUCsyMQes,Saweetie - Best Friend (feat. Doja Cat) [Official Music Video],2021-01-07T23:00:20Z,UC2FCUwThC0RAzaQoI0TtpLA,Official Saweetie,22,21.19.01,saweetie|sweetie|tap in|my type|icy grl|icy girl|female hip hop|female rapper|hip hop|R&B|Doja Cat|Featuring Doja Cat|That's my best friend|Best Friend|Best Friend Saweetie Doja Cat|best friend thats my bestfriend lyrics|best friend tiktok|doja cat saweetie song|doja cat saweetie best friend mp3|saweetie ft doja cat|doja cat x saweetie type beat|dojacat|best friend video|best friend song|she's a real bad bitch,31335463,619047,29838,29565,https://i.ytimg.com/vi/_xJUCsyMQes/default.jpg,False,False,"Download/Stream Best Friend (feat. Doja Cat): https://Saweetie.lnk.to/BestFriend❄️ICY GANG❄️Tap in with Saweetie to gain exclusive access to the next episode first! Text +1 (510) 250-3890 Follow SaweetieOfficial Website: www.saweetie.comTwitter: https://twitter.com/saweetieFacebook: https://www.facebook.com/OfficialSaweetieInstagram: https://www.instagram.com/saweetie/Credits: Starring: Saweetie, Doja Cat, & King BachDirected by Dave MeyersExecutive Producer: Nathan ScherrerProduced by Roisín Audrey MoloneyProduction Supervisor: Tori StoroshProduction Company: Freenjoy Saweetie Costume Design: Bryon JavarDoja Cat Costume Design: Brett Alan Nelson Director of Photography: Joshua Zucker- PludaProduction Designer: Alec Contestabile Cast Costume Design: Ann-Marie HoangEditor: Alyssa Oh @ Rock Paper ScissorsColorist: Stefan Sonnenfeld @ Company 3VFX: Buf ParisSound Design: Jeff Malen @ Lime StudiosLyrics:That’s my bestfriend she a real bad bitchGot her own money she don’t need nigOn the dance floor she had two three drinksNow she twerking she throw it out and come back inThat’s my bestfriend she a real bad bitchDrive her own car she don’t need no lyftIn the strip club know my girl gone tipNow she twerking throw it out and come back inBeep beep is that my bestie in a tesiFresh blow out skin on 10 owe she readyBitch you look goodt with a t at the endImma hype her every time that’s my mothafuckin friendShe been down since the jellies and the bo bo’sNow we steppin out the G in manolo’sWhen we pull up to scene hoes be filled with jealousyIf a bitch get finicky she gone bring that energyI hit her phone with the tea like bitch guess whatAll the rich ass boys wanna fuck on usAll this ass sittin up you can look don’t touchAnd I’m bad bussin bands every time we link upThat’s my bestfriend she a real bad bitchGot her own money she don’t need nigOn the dance floor she had two three drinksNow she twerking she throw it out and come back inThat’s my bestfriend she a real bad bitchDrive her own car she don’t need no lyftIn the strip club know my girl gone tipNow she twerking throw it out and come back inThat’s my bestfriend if you need a freakI aint dumb but mothafucka she my Tweedle DIf she ride for me she don’t need a keyIf you sideways she’ll straighten you as needed beAnd she so bad that I just can’t take that bitch nowhereShe off her fish I said uh uh don’t go thereBitch break her back she protect and attackGet that strap let them buckleFoot on neck give no airWhole world wanna be usMy main bitch she my day 1On my way bitch letcha get drunkCelebrate cause we the baddest in the clubThat’s my bestfriend she a real bad bitchGot her own money she don’t need nigOn the dance floor she had two three drinksNow she twerking she throw it out and come back inThat’s my bestfriend she a real bad bitchDrive her own car she don’t need no lyftIn the strip club, know my girl gone tipNow she twerking throw it out and come back inBest friend you the baddest and you know itUh oh girl I think yo booty growingFck it up in the mirror hit them posesBest friend damn you mfn glowingBest friend damn yo wrist look like it’s frozenUh oh girl I think yo booty growingFck it up in the mirror hit them posesBest friend you mfn soulmate#Saweetie #DojaCat #BestFriend #PrettyBitchMusic"
937,SDcnj4cPwFY,비브라토에웃긴 영상 모음 2020! 가장 당혹스럽고 재미있는 순간들신기한 영상- 보이지 않으면 미안하다고 느낄 것입니다 #Funny Bunbun P49,2021-01-08T04:11:15Z,UCD5WKNjHetSx4H58f_3adCQ,Funny Bunbun,22,21.19.01,[none],3033832,8883,2907,242,https://i.ytimg.com/vi/SDcnj4cPwFY/default.jpg,False,False,"비브라토에웃긴 영상 모음 2020! 가장 당혹스럽고 재미있는 순간들신기한 영상- 보이지 않으면 미안하다고 느낄 것입니다 #Funny Bunbun P49Please subscribe to watch more videos* This video is purely fan-made, if you (owners) want to remove this video, please CONTACT US DIRECTLY before doing anything. We will respectfully remove it.* All issues related to copyright please contact email: mediabunbun@gmail.com* Hope you like it* Thanks for watching !!!"
939,zhqF3PJBHx8,Best Romantic Love Songs 2021 | Love Songs 80s 90s Playlist English | Backstreet Boys Mltr Westlife,2021-01-13T09:21:50Z,UCCVKeXBtYqtHwZVSiN0TLSA,Mon Mon,22,21.19.01,loveSong 2021|Love Songs 80s|Love songs 90s playlist|English Love Songs 2021|Love Train|the best Of romantic Love Songs|Greatest hits of love Songs|Love Songs|90's Love songs playlist|relaxing beautiful Love Songs|best Romantic wedding songs|Valentine songs 2021|Backstreet Boys|Westlife|romantic Love songs Collection|Love songs 2021|best romantic|Mltr|Romantic Love Songs|Golden love|love songs of 90's and 80's|Westlife songs 2021|Mon Mon,63714,360,42,10,https://i.ytimg.com/vi/zhqF3PJBHx8/default.jpg,False,False,"Best Romantic Love Songs 2021 | Love Songs 80s 90s Playlist English | Backstreet Boys Mltr WestlifeThanks for watching! Don't forget to SUBCRIBE, Like & Share my video if you enjoy it! Have a nice day!© Follow Mon MonYoutube → https://bit.ly/2KA7YOn♫ Love Songs Playlist: https://bit.ly/2qu1ZUD🔔 CONTACT US: prokilo.popov@gmail.com🔔 Turn on notifications to stay updated with new uploads!🚫 If you have any problem with copyright issues, please CONTACT US DIRECTLY before doing anything, or question please write to me in email"
942,lcXTI2llvuI,100 CRAZY HACKS AND COOLEST CHALLENGES FOR 24 HOURS || Sneaking Food! Rich VS Broke By 123 GO! BOYS,2021-01-08T13:58:08Z,UCR60_HSQe4sNvH53qbRxTQw,123 GO! BOYS,22,21.19.01,123|#123go|123g|123go|pranks|hacks|challenge|DIY|craft|crafts|prank|hack|challenges|fun|funny|123 go|friends|friendly|tiktok|tik tok|costumes|meke|makeup|ideas,2708339,16087,3964,0,https://i.ytimg.com/vi/lcXTI2llvuI/default_live.jpg,False,False,"Love colors food? Let’s put that to the test! Need some epic pranks to keep in your back pocket? You’ll love these, as long as you’re not on the receiving end.Don’t forget to share this video with your friends! Think these pranks were epic? Try them out on your buddies! Be sure to subscribe to 123 GO! BOYS YouTube channel for more awesome videos like this one! #123GO #challenge #pranks Music by Epidemic Sound: https://www.epidemicsound.com/Stock materials: https://www.depositphotos.comhttps://elements.envato.comThis video is made for entertainment purposes. We do not make any warranties about the completeness, safety and reliability. Any action you take upon the information on this video is strictly at your own risk, and we will not be liable for any damages or losses. It is the viewer's responsibility to use judgment, care and precautions if one plans to replicate.The following video might feature activity performed by our actors within controlled environment - please use judgment, care, and precaution if you plan to replicate.All product and company names shown in the video are trademarks™ or registered® trademarks of their respective holders. Use of them does not imply any affiliation with or endorsement by them."
